metric,baseline,comparison,n,statistic,p_value,significant_p05,effect_size,median_reduction
state_integrity_score,D_W0_R0,D_W0_R1,3,2.0,0.875,False,0.0,0.0
state_integrity_score,D_W0_R0,D_W0_R2,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W0_R4,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W1_R0,3,1.0,0.75,False,0.0,0.0
state_integrity_score,D_W0_R0,D_W1_R1,3,3.0,0.625,False,1.1766968080598734,0.5
state_integrity_score,D_W0_R0,D_W1_R2,3,2.0,0.75,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W1_R4,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W2_R0,3,2.5,0.75,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W2_R1,3,1.5,0.75,False,0.5883484040299367,0.25
state_integrity_score,D_W0_R0,D_W2_R2,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W2_R4,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W3_R0,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W3_R1,3,1.0,0.75,False,0.0,0.0
state_integrity_score,D_W0_R0,D_W3_R2,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W3_R4,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W4_R0,3,2.0,0.75,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W4_R1,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W4_R2,3,0.0,1.0,False,-0.5883484040299367,-0.25
state_integrity_score,D_W0_R0,D_W4_R4,3,0.0,1.0,False,-0.5883484040299367,-0.25
